Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,Is the Outlet Regulated?,If Yes by who?,What Services are Offered at this Establishment: Member Recruitment,What Services are Offered at this Establishment: Cash-In,What Services are Offered at this Establishment: Cash-Out,What Services are Offered at this Establishment: Account Opening,Type of SACCO Products Offered: Savings Products,Type of SACCO Products Offered: Loan Products,Type of SACCO Products Offered: Remittance,Type of SACCO Products Offered: Insurance Products,Have You Ever Experienced Cases of Fraud?,"If Experienced Cases of Fraud, Please Specify"
SACCO,2015/04/22 01:46:09 PM,2015/04/22 01:55:33 PM,KWALE,-4.29283,39.58462,5,Financial,Savings and Credit Co-operative (SACCO),1980/01/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/22 01:55:50 PM,2015/04/22 02:05:51 PM,KWALE,-4.29276,39.58466,6,Financial,Savings and Credit Co-operative (SACCO),1987/01/07,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/22 02:21:11 PM,2015/04/22 02:25:02 PM,MURANGA,-0.60292,36.95278,5,Financial,Savings and Credit Co-operative (SACCO),2014/08/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/22 02:23:04 PM,2015/04/22 02:27:58 PM,NYERI,-0.20031,36.8199,6,Financial,Savings and Credit Co-operative (SACCO),2014/02/03,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/22 02:26:05 PM,2015/04/22 02:42:59 PM,KWALE,-4.28592,39.5758,4,Financial,Savings and Credit Co-operative (SACCO),2009/02/16,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/22 03:56:37 PM,2015/04/22 04:16:43 PM,KIAMBU,-0.94678,36.59459,4,Financial,Savings and Credit Co-operative (SACCO),1984/07/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Through Staff Theft
SACCO,2015/04/23 10:03:14 AM,2015/04/23 10:07:50 AM,TAITA-TAVETA,-3.39296,38.56114,7,Financial,Savings and Credit Co-operative (SACCO),1971/01/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/21 03:40:52 PM,2015/04/23 10:18:03 AM,KAKAMEGA,0.6957,34.98744,7,Financial,Savings and Credit Co-operative (SACCO),2010/06/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/23 10:21:23 AM,2015/04/23 10:28:44 AM,NYERI,-0.19922,36.82043,4,Financial,Savings and Credit Co-operative (SACCO),2010/11/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/23 10:18:13 AM,2015/04/23 10:57:22 AM,KAKAMEGA,0.69579,34.9874,6,Financial,Savings and Credit Co-operative (SACCO),2014/07/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 10:27:35 AM,2015/04/23 11:10:46 AM,KISII,-0.86138,34.82032,5,Financial,Savings and Credit Co-operative (SACCO),2000/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/23 11:21:04 AM,2015/04/23 11:23:51 AM,THARAKA-NITHI,-0.36917,37.61897,5,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 11:40:08 AM,2015/04/23 11:52:54 AM,THARAKA-NITHI,-0.36914,37.61922,8,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/03/30 04:06:13 PM,2015/04/23 12:00:52 PM,LAIKIPIA,0.03462,36.36163,6,Financial,Savings and Credit Co-operative (SACCO),2011/11/14,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/23 11:58:25 AM,2015/04/23 12:05:26 PM,MURANGA,-0.67313,36.94433,5,Financial,Savings and Credit Co-operative (SACCO),2013/09/20,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 11:41:59 AM,2015/04/23 12:09:04 PM,KWALE,-4.36215,39.55798,4,Financial,Savings and Credit Co-operative (SACCO),1989/01/16,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 12:09:15 PM,2015/04/23 12:14:17 PM,KWALE,-4.36345,39.55778,4,Financial,Savings and Credit Co-operative (SACCO),1988/03/21,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 12:14:33 PM,2015/04/23 12:20:34 PM,KWALE,-4.36567,39.55727,5,Financial,Savings and Credit Co-operative (SACCO),1997/02/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/23 12:26:10 PM,2015/04/23 12:43:06 PM,KWALE,-4.37392,39.55655,10,Financial,Savings and Credit Co-operative (SACCO),1978/02/18,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/23 12:49:59 PM,2015/04/23 12:54:59 PM,KAJIADO,-1.39738,36.75298,11,Financial,Savings and Credit Co-operative (SACCO),2014/01/23,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/23 12:52:15 PM,2015/04/23 12:55:43 PM,KIAMBU,-1.01213,36.90412,5,Financial,Savings and Credit Co-operative (SACCO),2008/03/21,Yes,CBK,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/23 01:36:10 PM,2015/04/23 01:43:59 PM,KILIFI,-3.54397,39.5219,10,Financial,Savings and Credit Co-operative (SACCO),2014/02/25,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/23 03:59:35 PM,2015/04/23 04:05:15 PM,UASIN GISHU,0.5169,35.27224,7,Financial,Savings and Credit Co-operative (SACCO),2013/11/09,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 09:48:03 AM,2015/04/24 09:49:43 AM,SAMBURU,0.97981,37.32329,9,Financial,Savings and Credit Co-operative (SACCO),2013/01/23,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/24 10:09:22 AM,2015/04/24 10:29:02 AM,KAJIADO,-1.43138,36.68855,13,Financial,Savings and Credit Co-operative (SACCO),2010/02/22,Yes,SASRA,Yes,No,No,No,No,Yes,No,No,Yes,Members Unfaithful to repay loans
SACCO,2015/04/24 10:37:08 AM,2015/04/24 10:55:01 AM,KAJIADO,-1.42979,36.68858,6,Financial,Savings and Credit Co-operative (SACCO),2014/03/23,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/24 10:49:04 AM,2015/04/24 11:08:25 AM,KWALE,-4.17529,39.45333,12,Financial,Savings and Credit Co-operative (SACCO),1950/01/09,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/24 11:08:57 AM,2015/04/24 11:21:06 AM,KAJIADO,-1.42965,36.68863,10,Financial,Savings and Credit Co-operative (SACCO),2013/09/23,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 11:22:48 AM,2015/04/24 11:28:16 AM,KIAMBU,-1.05593,36.77769,4,Financial,Savings and Credit Co-operative (SACCO),2012/12/04,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 11:49:35 AM,2015/04/24 11:53:26 AM,KIAMBU,-1.05662,36.77825,5,Financial,Savings and Credit Co-operative (SACCO),2002/09/15,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 11:52:10 AM,2015/04/24 11:53:41 AM,SAMBURU,0.97762,37.3234,6,Financial,Savings and Credit Co-operative (SACCO),2015/04/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 11:48:03 AM,2015/04/24 12:10:15 PM,KAJIADO,-1.42911,36.68901,4,Financial,Savings and Credit Co-operative (SACCO),2003/02/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Membership Defaults
SACCO,2015/04/24 12:11:14 PM,2015/04/24 12:17:46 PM,KAJIADO,-1.4695,36.95129,5,Financial,Savings and Credit Co-operative (SACCO),2013/08/10,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/23 03:06:12 PM,2015/04/24 12:33:53 PM,KISII,-0.66802,34.76883,12,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/24 02:36:28 PM,2015/04/24 02:44:49 PM,KISII,-0.81452,34.73052,6,Financial,Savings and Credit Co-operative (SACCO),2005/01/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/27 09:29:41 AM,2015/04/27 09:45:40 AM,KWALE,-3.86728,39.45755,13,Financial,Savings and Credit Co-operative (SACCO),2009/04/27,Yes,AMFI,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/27 12:18:17 PM,2015/04/27 12:22:48 PM,KIAMBU,-1.01214,36.9043,5,Financial,Savings and Credit Co-operative (SACCO),2014/03/26,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/27 12:17:17 PM,2015/04/27 12:26:49 PM,BUSIA,0.13593,34.03114,4,Financial,Savings and Credit Co-operative (SACCO),2011/11/07,Yes,SASRA,Yes,Yes,Yes,No,No,Yes,No,No,No,
SACCO,2015/04/27 12:41:46 PM,2015/04/27 12:59:22 PM,LAIKIPIA,0.03541,36.36495,5,Financial,Savings and Credit Co-operative (SACCO),2014/10/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/27 11:20:31 AM,2015/04/27 01:35:25 PM,KAJIADO,-1.39576,36.76559,5,Financial,Savings and Credit Co-operative (SACCO),2013/02/25,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/27 03:04:05 PM,2015/04/27 03:07:03 PM,MERU,0.33514,37.93656,5,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/28 09:03:07 AM,2015/04/28 09:09:01 AM,NYERI,-0.32794,36.9045,10,Financial,Savings and Credit Co-operative (SACCO),1988/03/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/28 09:06:41 AM,2015/04/28 09:20:27 AM,LAIKIPIA,0.26045,36.53691,4,Financial,Savings and Credit Co-operative (SACCO),2015/02/28,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/28 09:24:04 AM,2015/04/28 09:26:24 AM,KIAMBU,-1.01452,36.90728,4,Financial,Savings and Credit Co-operative (SACCO),2012/09/24,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/25 04:39:24 PM,2015/04/28 10:10:38 AM,NYANDARUA,-0.87901,36.57147,6,Financial,Savings and Credit Co-operative (SACCO),2013/09/08,Yes,SASRA,Yes,No,Yes,Yes,Yes,No,Yes,No,No,
SACCO,2015/04/28 10:24:11 AM,2015/04/28 10:27:08 AM,MERU,0.33679,37.98604,5,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/28 10:31:48 AM,2015/04/28 10:35:12 AM,KIAMBU,-1.05713,36.77686,6,Financial,Savings and Credit Co-operative (SACCO),2005/02/24,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Robbery
SACCO,2015/04/28 10:28:02 AM,2015/04/28 10:36:45 AM,UASIN GISHU,0.87858,35.11963,5,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/28 11:04:24 AM,2015/04/28 11:07:18 AM,KIAMBU,-1.01181,36.90316,5,Financial,Savings and Credit Co-operative (SACCO),2014/08/27,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,
SACCO,2015/04/28 11:20:37 AM,2015/04/28 11:34:20 AM,LAIKIPIA,0.02989,36.36536,7,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/28 01:31:20 PM,2015/04/28 01:40:16 PM,UASIN GISHU,0.87909,35.12015,9,Financial,Savings and Credit Co-operative (SACCO),1998/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/28 02:02:47 PM,2015/04/28 02:11:31 PM,KAJIADO,-2.54818,36.78975,5,Financial,Savings and Credit Co-operative (SACCO),2014/09/11,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/28 02:20:30 PM,2015/04/28 02:27:34 PM,MERU,0.24304,37.82949,6,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/28 10:23:00 AM,2015/04/28 04:35:26 PM,LAIKIPIA,0.03818,36.36445,12,Financial,Savings and Credit Co-operative (SACCO),2014/02/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/29 09:15:28 AM,2015/04/29 09:28:23 AM,NYANDARUA,-0.27613,36.37699,11,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/29 09:31:03 AM,2015/04/29 09:39:49 AM,NYANDARUA,-0.2757,36.37726,4,Financial,Savings and Credit Co-operative (SACCO),2014/03/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/29 10:25:52 AM,2015/04/29 10:53:49 AM,NYANDARUA,-0.19263,36.50196,4,Financial,Savings and Credit Co-operative (SACCO),2009/06/27,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/20 09:48:54 AM,2015/04/29 10:54:48 AM,EMBU,-0.57724,37.64042,6,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/29 11:46:15 AM,2015/04/29 11:53:21 AM,WEST POKOT,1.20211,35.28473,11,Financial,Savings and Credit Co-operative (SACCO),1967/02/25,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/29 11:51:23 AM,2015/04/29 11:58:35 AM,TAITA-TAVETA,-3.39365,37.67261,6,Financial,Savings and Credit Co-operative (SACCO),2012/01/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/28 09:48:35 AM,2015/04/29 12:52:37 PM,LAIKIPIA,0.03448,36.36445,8,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,RBA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/29 01:08:15 PM,2015/04/29 01:12:29 PM,WEST POKOT,1.20199,35.28454,5,Financial,Savings and Credit Co-operative (SACCO),1998/02/27,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/30 09:20:26 AM,2015/04/30 09:34:51 AM,BUSIA,0.09791,33.98039,11,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,
SACCO,2015/04/24 11:36:13 AM,2015/04/30 10:34:56 AM,EMBU,-0.67217,37.3613,13,Financial,Savings and Credit Co-operative (SACCO),2015/04/30,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/30 10:41:28 AM,2015/04/30 10:46:23 AM,KAJIADO,-1.36221,36.65343,4,Financial,Savings and Credit Co-operative (SACCO),2012/11/22,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Counterfeit Money
SACCO,2015/04/30 11:14:07 AM,2015/04/30 11:19:50 AM,KIAMBU,-1.01046,36.90347,6,Financial,Savings and Credit Co-operative (SACCO),2014/01/20,Yes,SASRA,Yes,Yes,No,No,Yes,No,No,No,No,
SACCO,2015/04/30 11:36:12 AM,2015/04/30 11:38:59 AM,KIAMBU,-1.01225,36.90348,12,Financial,Savings and Credit Co-operative (SACCO),2014/01/27,Yes,CBK,Yes,No,No,No,No,Yes,No,Yes,No,
SACCO,2015/04/30 11:16:53 AM,2015/04/30 11:48:12 AM,KIAMBU,-1.28548,36.68492,4,Financial,Savings and Credit Co-operative (SACCO),2012/05/31,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/29 12:52:47 PM,2015/04/30 12:19:23 PM,NYANDARUA,-0.27179,36.37536,8,Financial,Savings and Credit Co-operative (SACCO),2007/06/01,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Defaulters
SACCO,2015/04/30 12:17:00 PM,2015/04/30 12:26:59 PM,EMBU,-0.53439,37.4518,14,Financial,Savings and Credit Co-operative (SACCO),2013/12/28,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/30 04:19:02 PM,2015/04/30 04:37:25 PM,EMBU,-0.67707,37.35636,7,Financial,Savings and Credit Co-operative (SACCO),2014/12/20,Yes,SASRA,Yes,Yes,No,Yes,No,Yes,No,No,No,
SACCO,2015/05/04 09:02:40 AM,2015/05/04 09:06:26 AM,NAKURU,-0.28303,36.16397,8,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/04 08:01:09 AM,2015/05/04 11:03:41 AM,NAKURU,-0.9822,36.58573,5,Financial,Savings and Credit Co-operative (SACCO),2014/12/28,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/04 11:36:34 AM,2015/05/04 11:43:07 AM,TAITA-TAVETA,-3.39032,37.67578,8,Financial,Savings and Credit Co-operative (SACCO),1992/04/07,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,
SACCO,2015/05/04 12:00:27 PM,2015/05/04 12:04:32 PM,KERICHO,-0.36813,35.28499,5,Financial,Savings and Credit Co-operative (SACCO),2013/01/28,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/04 12:12:09 PM,2015/05/04 12:22:23 PM,UASIN GISHU,0.51812,35.27129,4,Financial,Savings and Credit Co-operative (SACCO),2014/06/30,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/04 02:07:21 PM,2015/05/04 02:13:51 PM,NYANDARUA,0.02553,36.41033,20,Financial,Savings and Credit Co-operative (SACCO),2006/05/03,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/04 03:48:50 PM,2015/05/04 04:06:43 PM,BUSIA,0.06959,33.99015,12,Financial,Savings and Credit Co-operative (SACCO),2012/03/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/05 09:22:13 AM,2015/05/05 09:32:51 AM,MERU,-0.19534,37.61333,7,Financial,Savings and Credit Co-operative (SACCO),2002/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Counterfeit Money
SACCO,2015/05/05 11:05:01 AM,2015/05/05 11:10:13 AM,EMBU,-0.69112,37.37187,6,Financial,Savings and Credit Co-operative (SACCO),2015/05/05,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/05 10:56:58 AM,2015/05/05 11:13:55 AM,KITUI,-1.23292,37.9158,5,Financial,Savings and Credit Co-operative (SACCO),2011/09/01,Yes,SASRA,Yes,No,No,No,No,Yes,Yes,No,No,
SACCO,2015/05/05 10:58:21 AM,2015/05/05 11:15:32 AM,NYANDARUA,-0.26735,36.37777,5,Financial,Savings and Credit Co-operative (SACCO),1976/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/05 03:56:01 PM,2015/05/05 04:06:19 PM,EMBU,-0.4329,37.47838,7,Financial,Savings and Credit Co-operative (SACCO),2005/11/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Counterfeit Money
SACCO,2015/05/05 04:27:53 PM,2015/05/05 04:44:31 PM,NAKURU,-0.98235,36.58496,18,Financial,Savings and Credit Co-operative (SACCO),2014/01/01,Yes,SASRA,Yes,Yes,No,Yes,No,Yes,Yes,No,No,
SACCO,2015/05/05 06:34:03 PM,2015/05/05 07:16:00 PM,KITUI,-0.5577,38.2108,12,Financial,Savings and Credit Co-operative (SACCO),2011/04/04,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/06 10:28:20 AM,2015/05/06 11:44:06 AM,BOMET,-0.78326,35.34132,6,Financial,Savings and Credit Co-operative (SACCO),2014/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Counterfeit Money
SACCO,2015/05/06 12:02:16 PM,2015/05/06 12:05:26 PM,HOMA BAY,-0.52702,34.45753,9,Financial,Savings and Credit Co-operative (SACCO),2013/05/06,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/06 12:30:14 PM,2015/05/06 12:40:32 PM,NYANDARUA,0.01566,36.49181,13,Financial,Savings and Credit Co-operative (SACCO),2012/03/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/06 12:57:17 PM,2015/05/06 01:04:05 PM,TAITA-TAVETA,-3.29379,37.73378,7,Financial,Savings and Credit Co-operative (SACCO),2014/01/04,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/06 02:50:39 PM,2015/05/06 03:05:44 PM,KERICHO,-0.37211,35.28154,5,Financial,Savings and Credit Co-operative (SACCO),2007/01/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/05 04:45:57 PM,2015/05/07 10:01:33 AM,KITUI,-1.36113,38.00846,15,Financial,Savings and Credit Co-operative (SACCO),1978/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fraud
SACCO,2015/05/07 10:06:54 AM,2015/05/07 10:14:35 AM,SIAYA,0.18255,34.2958,4,Financial,Savings and Credit Co-operative (SACCO),1978/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/07 10:18:12 AM,2015/05/07 10:24:32 AM,SIAYA,0.18245,34.29576,4,Financial,Savings and Credit Co-operative (SACCO),2007/07/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/07 11:11:06 AM,2015/05/07 11:59:28 AM,EMBU,-0.45315,37.78913,15,Financial,Savings and Credit Co-operative (SACCO),2012/04/06,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/07 11:58:22 AM,2015/05/07 12:05:08 PM,KITUI,-0.71194,38.07895,12,Financial,Savings and Credit Co-operative (SACCO),1999/06/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Counterfeit Money
SACCO,2015/05/06 02:42:16 PM,2015/05/07 01:02:13 PM,BOMET,-0.78391,35.33934,7,Financial,Savings and Credit Co-operative (SACCO),2013/12/06,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/07 01:28:39 PM,2015/05/07 01:37:59 PM,TAITA-TAVETA,-3.18785,37.72403,11,Financial,Savings and Credit Co-operative (SACCO),2013/01/09,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Loans Defaulters
SACCO,2015/05/07 01:42:32 PM,2015/05/07 01:48:08 PM,EMBU,-0.45182,37.78925,12,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Fake SMS
SACCO,2015/05/06 11:50:44 AM,2015/05/07 01:53:36 PM,BOMET,-0.78242,35.33949,5,Financial,Savings and Credit Co-operative (SACCO),2012/01/02,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Counterfeit Money
SACCO,2015/05/08 09:24:57 AM,2015/05/08 09:33:10 AM,NAKURU,-0.71866,36.43638,7,Financial,Savings and Credit Co-operative (SACCO),2011/05/08,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Robbery
SACCO,2015/05/08 09:43:49 AM,2015/05/08 10:17:15 AM,KERICHO,-0.37029,35.28292,9,Financial,Savings and Credit Co-operative (SACCO),1995/01/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/05/08 10:25:31 AM,2015/05/08 10:31:30 AM,THARAKA-NITHI,-0.33509,37.64662,4,Financial,Savings and Credit Co-operative (SACCO),2012/08/04,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Cheque Fraud
SACCO,2015/05/07 12:06:01 PM,2015/05/08 10:50:41 AM,BOMET,-0.78424,35.338,4,Financial,Savings and Credit Co-operative (SACCO),2003/02/03,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Forgery of Sensitive Documents.
SACCO,2015/05/08 11:04:16 AM,2015/05/08 11:08:01 AM,KERICHO,-0.3723,35.28269,6,Financial,Savings and Credit Co-operative (SACCO),2009/02/02,Yes,CBK,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/08 10:56:23 AM,2015/05/08 11:25:55 AM,MARSABET,2.33369,37.99029,8,Financial,Savings and Credit Co-operative (SACCO),2013/12/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/08 11:22:25 AM,2015/05/08 11:27:16 AM,KITUI,-0.92945,38.0609,5,Financial,Savings and Credit Co-operative (SACCO),2009/07/14,Yes,CBK,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/08 11:48:41 AM,2015/05/08 11:46:31 AM,KITUI,-0.93465,38.05614,14,Financial,Savings and Credit Co-operative (SACCO),2014/11/12,Yes,SASRA,Yes,No,No,No,No,No,No,No,No,
